COMID,Region,BFS_All,BFS_West,BFS_East,HUC8,ElevCat,ClayCat,SandCat,RckDepCat,Divergence,Slope,Confinement,TotDASqKM
15276900,East,1,0,1,8030203,61.606,14.15,10.3504,152.4,0,0.00001,3,1575.794
15288024,East,1,0,1,8030201,103.5903,23.9956,35.7558,148.2155,0,0.00001,3,327.1914
15286748,East,1,0,1,8030201,118.4532,21.9229,35.6761,151.4412,0,0.00170809,1,41.517
15288420,East,1,0,1,8030201,101.1353,23.6767,22.503,152.3598,0,0.00135095,1,60.0957
15288488,East,1,0,1,-9999,95.9478,27.6067,23.7813,151.465,0,0.00324404,3,-9999
15288074,East,1,0,1,-9999,90.8951,21.62,16.0913,152.4,0,0.00001,2,-9999
15285878,East,1,0,1,-9999,94.8809,20.8485,25.4602,152.4,0,0.00023655,1,-9999
15285976,East,1,0,1,8030201,146.9718,22.1356,36.4102,152.4,0,0.00054393,0,19.3518
15285498,East,1,0,1,8030201,104.996,24.2813,25.7713,152.4,0,0.00300624,1,35.0928
15285616,East,1,0,1,8030201,101.3144,17.6618,44.949,152.4,0,0.00273344,1,26.8722
15275226,East,1,0,1,8030203,95.6477,21.7762,29.481,152.4,0,0.0033514,1,35.5878
15275312,East,1,0,1,8030203,95.4208,17.5507,8.9272,152.4,0,0.00149435,1,25.2342
15274924,East,1,0,1,8030203,107.4113,23.5,22.4253,152.4,7,0.00220518,1,21.7188
15275134,East,1,0,1,8030203,72.3761,15.9907,9.5371,152.4,0,0.00001,2,161.9703
15275174,East,1,0,1,8030203,90.1457,16.6709,9.3967,152.4,0,0.00228471,1,35.1009
15275148,East,1,0,1,8030203,93.306,23.0436,27.9074,152.4,0,0.0029346,1,36.6336
15275956,East,1,0,1,8030203,116.8893,19.6123,29.8623,152.4,7,0.00598347,1,10.6497
15275720,East,1,0,1,8030203,112.9887,17.8638,18.9271,152.4,0,0.00187714,1,17.514
15274656,East,1,0,1,8030203,123.5196,23.1727,27.3991,152.4,0,0.00621965,1,4.563
15274898,East,1,0,1,8030203,95.2638,22.8365,28.7249,152.4,0,0.00246607,1,14.8401
15274832,East,1,0,1,8030203,105.3404,22.4354,35.1476,152.4,0,0.00248511,1,24.7869
15274814,East,1,0,1,8030203,101.9844,23.3363,24.6162,152.4,0,0.00262237,1,41.9139
15274590,East,1,0,1,8030203,131.0526,21.4325,45.6747,152.4,0,0.00337293,1,13.6017
15289272,East,1,0,1,8030201,65.3181,18.4151,9.1127,152.4,0,0.00282087,1,7.641
15288884,East,1,0,1,8030201,138.6559,21.4414,45.3588,152.4,0,0.00293122,1,18.8667
15288940,East,1,0,1,8030201,112.9815,28.5209,23.6663,151.2118,0,0.00302075,1,19.7946
15290132,East,1,0,1,8030201,117.1395,21.0783,43.7299,152.4,0,0.00514248,3,10.1727
15289980,East,1,0,1,8030201,83.1198,21.62,25.4612,152.4,0,0.00001,1,54.4833
15290034,East,1,0,1,8030201,111.8684,18.1619,45.0862,152.4,0,0.00202288,1,31.0959
14222403,East,1,0,1,-9999,132.5238,22.3384,15.0344,148.9453,0,0.00213204,1,-9999
14222333,East,1,0,1,8010207,131.9822,17.6481,15.1188,151.2806,0,0.00227713,1,28.8585
14220411,East,1,0,1,8010207,125.7732,20.0716,32.9837,152.4,0,0.0007354,2,125.4726
14224141,East,1,0,1,8010207,150.9721,25.1338,31.6804,152.4,0,0.00123416,1,96.6717
14224339,East,1,0,1,8010207,171.4284,25.52,30.96,152.4,0,0.00039499,1,72.4977
14224223,East,1,0,1,8010207,164.731,25.52,30.96,152.4,0,0.00019278,1,92.5425
14223907,East,1,0,1,8010207,158.8407,25.52,30.915,152.4,0,0.00248773,1,17.9685
14224047,East,1,0,1,8010207,144.9637,25.52,30.96,152.4,0,0.0008909,1,32.1633
14224423,East,1,0,1,8010207,168.0194,29.03,24.9027,150.36,0,0.00178913,1,14.9274
14224411,East,1,0,1,8010207,171.014,25.52,30.96,152.4,0,0.00103038,1,29.5965
14223689,East,1,0,1,8010207,170.4057,25.52,30.96,152.4,0,0.01462326,1,6.7572
14211988,East,1,0,1,8010210,124.4623,17.3554,13.0181,152.4,0,0.00174669,2,94.5342
14211600,East,1,0,1,8010210,133.9736,19.8678,16.2764,152.4,0,0.00227503,1,60.4008
14208022,East,1,0,1,-9999,120.4548,18.1406,10.1581,152.4,0,0.00039237,2,-9999
14238816,East,1,0,1,8010205,108.3669,17.0077,10.7814,152.4,0,0.00001,1,1284.905
14238708,East,1,0,1,8010205,128.5949,19.9409,28.6927,152.4,0,0.00185539,1,26.5473
14242086,East,1,0,1,8010205,126.814,16.95,10.8129,152.4,0,0.00001,1,20.8773
14242036,East,1,0,1,8010205,132.1357,20.0356,32.983,152.4,0,0.00062693,1,40.752
14242196,East,1,0,1,8010205,134.3898,34.2583,11.7438,145.7685,0,0.00469492,1,4.599
14242884,East,1,0,1,8010205,114.0221,16.95,10.7185,152.4,0,0.00097288,1,9.0522
7480716,East,1,0,1,8010202,130.3498,16.1375,13.5503,152.4,0,0.00129477,2,105.0363
7482298,East,1,0,1,8010202,121.3667,15.671,27.5969,152.4,0,0.0000335,2,376.6851
7482172,East,1,0,1,8010202,132.6662,17.9389,23.0924,152.4,0,0.00001,2,108.8001
10581927,East,1,0,1,6040005,125.2858,18.1118,22.0207,152.4,0,0.00084541,1,29.2239
14063013,East,1,0,1,8010209,114.1667,18.7098,12.028,152.4,0,0.00146843,2,208.6605
14081134,East,1,0,1,8010208,107.3911,18.3815,19.5772,152.4,7,0.00001,1,3963.506
14081038,East,1,0,1,8010208,97.7031,19.5052,26.6383,152.4,0,0.00001,1,4603.231
14081168,East,1,0,1,8010208,130.2575,21.8199,29.2261,152.4,0,0.0004967,1,37.971
14080684,East,1,0,1,8010208,138.3211,19.5682,23.4078,152.4,7,0.00211463,1,43.8579
14101131,East,1,0,1,8010204,134.7024,19.5062,22.1924,152.4,0,0.00498793,1,9.0261
14100325,East,1,0,1,8010204,98.3365,16.0885,13.1627,152.4,7,0.00001,3,738.594
14100839,East,1,0,1,8010204,148.0395,20.2645,26.154,152.4,0,0.00223929,1,16.0092
14076746,East,1,0,1,8010208,106.6355,19.37,20.7913,152.4,7,0.0014,3,315.5274
14076764,East,1,0,1,8010208,117.2196,21.852,26.6439,152.4,4,0.00093354,3,312.1866
14076612,East,1,0,1,-9999,129.5614,23.654,37.9427,152.4,0,0.0022619,2,-9999
14076482,East,1,0,1,8010208,123.914,18.779,22.9491,152.4,0,0.00384408,2,76.0257
14079110,East,1,0,1,8010208,91.7972,16.95,10.8152,152.4,0,0.00001,1,4625.529
14127415,East,1,0,1,8010201,91.093,12.45,14.4931,152.4,0,0.00001,3,761.6259
14110714,East,1,0,1,8010203,136.8274,20.0897,27.5645,152.4,0,0.00146848,1,14.1669
14110708,East,1,0,1,8010203,118.6962,19.1291,9.6217,152.4,0,0.00139405,1,47.3607
14111042,East,1,0,1,8010203,106.0008,17.9071,9.8543,152.4,0,0.00076831,2,350.9937
14110864,East,1,0,1,8010203,114.2696,15.7637,23.8572,152.4,0,0.00001,2,175.3011
14110806,East,1,0,1,8010203,127.481,17.0757,26.5778,152.4,7,0.00129358,3,84.8124
14112874,East,1,0,1,8010203,133.0913,19.135,24.7744,152.4,0,0.00099285,1,44.0604
7601119,West,1,1,0,11070208,239.8251,35.0973,18.4362,145.894,0,0.00001,0,2606.762
20906997,West,1,1,0,-9999,371.1795,35.45,10.3749,152.4,0,0.00079964,3,-9999
7592715,West,1,1,0,11070207,248.4289,38.2632,21.6027,143.951,0,0.00027158,1,6677.681
7600527,West,1,1,0,11070208,285.1512,36.4523,19.572,146.0866,0,0.01724209,1,7.9425
7600551,West,1,1,0,11070208,280.2543,38.8976,20.8136,147.6764,0,0.00220172,1,243.8784
7600671,West,1,1,0,-9999,305.0617,37.9165,21.5227,147.0173,0,0.00278994,2,-9999
7601043,West,1,1,0,11070208,359.0246,39.085,19.5851,149.4217,0,0.00140163,3,306.9405
7601071,West,1,1,0,-9999,262.2042,39.08,21.8624,146.46,0,0.0021768,1,-9999
7601075,West,1,1,0,-9999,274.4433,37.3401,21.1523,147.2867,0,0.00096174,1,-9999
7601075,West,1,1,0,-9999,274.4433,37.3401,21.1523,147.2867,0,0.00096174,1,-9999
7601075,West,1,1,0,-9999,274.4433,37.3401,21.1523,147.2867,0,0.00096174,1,-9999
7601075,West,1,1,0,-9999,274.4433,37.3401,21.1523,147.2867,0,0.00096174,1,-9999
7592699,West,1,1,0,11070207,251.8604,34.3719,19.945,143.9861,0,0.00001,1,6543.533
7601117,West,1,1,0,11070208,246.5792,34.9878,18.6625,146.555,0,0.00001,0,2561.49
7592691,West,1,1,0,11070207,253.275,33.7556,18.4969,147.5146,0,0.0000831,2,6516.391
7601127,West,1,1,0,11070208,272.2346,32.2159,19.1951,149.7481,0,0.00532755,0,2075.031
7601127,West,1,1,0,11070208,272.2346,32.2159,19.1951,149.7481,0,0.00532755,0,2075.031
7770659,West,1,1,0,11110202,115.0271,27.28,19.12,124.43,0,0.00461466,1,2.8908
20874826,West,1,1,0,11070205,275.8986,39.4,10.55,146.6,0,0.00394863,1,2.5902
20876332,West,1,1,0,11070205,240.9791,35.753,8.1113,152.0941,0,0.00001,1,14855.01
20888737,West,1,1,0,11070204,353.0925,37.2927,10.2657,115.4905,0,0.00635711,1,4.1004
20890161,West,1,1,0,11070204,295.9391,35.8158,7.801,151.9102,7,0.00232937,2,9040.351
20904145,West,1,1,0,11070203,418.8425,45.28,10.101,119.48,0,0.0018159,1,50.031
20906601,West,1,1,0,11070203,376.5801,40.6284,11.0633,130.1215,0,0.0014256,1,85.1517
20906653,West,1,1,0,11070203,383.3399,38.874,7.2174,146.2415,0,0.00296218,1,37.2096
20906723,West,1,1,0,11070203,387.4573,42.209,10.6178,123.4495,0,0.00154078,1,92.0538
7601111,West,1,1,0,-9999,247.4882,37.0425,20.1536,146.1704,0,0.00001,0,-9999
7591089,West,1,1,0,11070207,304.4264,36.1288,19.5735,148.4225,0,0.00195863,0,1145.821
7590647,West,1,1,0,11070207,275.3877,35.0394,20.1372,148.4249,0,0.00116093,1,1205.04
7590867,West,1,1,0,11070207,272.0273,27.434,23.1941,122.9054,0,0.00055067,3,1421.111
7590909,West,1,1,0,11070207,273.5871,32.8639,17.2468,137.9218,0,0.00001,2,3019.609
7591045,West,1,1,0,11070207,265.4568,36.4137,20.812,147.7447,0,0.00018213,1,4682.027
7591045,West,1,1,0,11070207,265.4568,36.4137,20.812,147.7447,0,0.00018213,1,4682.027
7591059,West,1,1,0,11070207,250.5825,26.8136,16.1743,152.3529,0,0.00010256,1,4896.461
7591059,West,1,1,0,11070207,250.5825,26.8136,16.1743,152.3529,0,0.00010256,1,4896.461
7591059,West,1,1,0,11070207,250.5825,26.8136,16.1743,152.3529,0,0.00010256,1,4896.461
7591059,West,1,1,0,11070207,250.5825,26.8136,16.1743,152.3529,0,0.00010256,1,4896.461
7591065,West,1,1,0,11070207,256.4561,32.6886,19.065,149.546,0,0.00001,0,4901.466
7591067,West,1,1,0,11070207,245.3506,26.8957,16.905,152.2969,0,0.00105142,2,6115.368
7592703,West,1,1,0,-9999,243.2294,32.1358,19.0292,149.7865,0,0.00001,1,-9999
7591081,West,1,1,0,-9999,263.2994,34.8329,20.1566,148.5008,0,0.00022523,0,-9999
20907011,West,1,1,0,11070203,341.0865,36.8794,9.0424,149.8431,0,0.0007649,3,4748.782
7591093,West,1,1,0,11070207,254.6523,33.8802,19.3812,148.5052,1,0.00001,1,-9999
7591093,West,1,1,0,11070207,254.6523,33.8802,19.3812,148.5052,1,0.00001,1,-9999
7591093,West,1,1,0,11070207,254.6523,33.8802,19.3812,148.5052,1,0.00001,1,-9999
7591153,West,1,1,0,11070207,245.9767,26.68,16.3649,152.4,0,0.00041237,0,0.2214
7591167,West,1,1,0,11070207,244.9288,33.1684,18.7629,149.2968,0,0.00001,1,6331.55
7592397,West,1,1,0,11070207,318.9003,39.08,22.0371,146.46,3,0.0000112,2,698.4072
7592657,West,1,1,0,-9999,350.2554,39.0819,20.9907,147.6016,7,0.00133116,2,-9999
7592677,West,1,1,0,-9999,246.5829,31.8019,18.4062,149.4436,0,0.00001,1,-9999
7592687,West,1,1,0,11070207,245.9293,33.3446,19.3861,149.2074,0,0.00027422,2,6491.53
7592687,West,1,1,0,11070207,245.9293,33.3446,19.3861,149.2074,0,0.00027422,2,6491.53
7592691,West,1,1,0,11070207,253.275,33.7556,18.4969,147.5146,0,0.0000831,2,6516.391
7592691,West,1,1,0,11070207,253.275,33.7556,18.4969,147.5146,0,0.0000831,2,6516.391
7591081,West,1,1,0,-9999,263.2994,34.8329,20.1566,148.5008,0,0.00022523,0,-9999
20931078,West,1,1,0,11070201,327.2495,35.7736,10.2112,149.8053,0,0.00062694,3,7095.006
20906859,West,1,1,0,11070203,338.645,35.45,10.38,152.4,0,0.00001,3,4634.263
20908021,West,1,1,0,11070203,394.9886,39.7759,11.1247,132.0718,0,0.00349127,3,84.3336
20908117,West,1,1,0,11070203,395.815,39.0635,11.2684,133.7014,0,0.00951896,1,3.1635
20908329,West,1,1,0,11070203,400.2536,36.8046,11.2602,138.8691,0,0.0056962,3,237.6882
20908623,West,1,1,0,11070203,364.0735,40.3403,10.2391,136.0227,0,0.0001488,2,3577.959
20908667,West,1,1,0,11070203,365.9329,31.5412,12.028,145.5371,0,0.00012188,3,536.3622
20908667,West,1,1,0,11070203,365.9329,31.5412,12.028,145.5371,0,0.00012188,3,536.3622
20908671,West,1,1,0,11070203,420.5433,37.48,9,82.95,0,0.01758131,1,2.4561
20920603,West,1,1,0,11070202,392.6745,35.6236,11.4861,136.6591,0,0.00074581,3,300.7737
20920603,West,1,1,0,11070202,392.6745,35.6236,11.4861,136.6591,0,0.00074581,3,300.7737
20920603,West,1,1,0,11070202,392.6745,35.6236,11.4861,136.6591,0,0.00074581,3,300.7737
20908013,West,1,1,0,11070203,383.6166,31.7382,12.3516,150.4596,0,0.00158703,3,107.2854
20931068,West,1,1,0,-9999,343.279,36.8238,9.3166,145.0723,0,0.00088146,1,-9999
20908013,West,1,1,0,11070203,383.6166,31.7382,12.3516,150.4596,0,0.00158703,3,107.2854
20931078,West,1,1,0,11070201,327.2495,35.7736,10.2112,149.8053,0,0.00062694,3,7095.006
20931894,West,1,1,0,11070201,323.1553,35.45,10.3029,152.4,0,0.00001,3,7182.558
20932340,West,1,1,0,11070201,320.4209,35.52,11.04,113.18,0,0.00056827,0,4.509
20943648,West,1,1,0,11070104,238.6269,35.208,8.6782,125.318,0,0.00200557,1,85.6602
20943682,West,1,1,0,11070104,244.6121,35.1322,8.5134,119.3166,0,0.00166099,1,20.6973
20943750,West,1,1,0,11070104,254.4053,35.55,8.1603,152.4,7,0.00330666,3,175.6278
20943750,West,1,1,0,11070104,254.4053,35.55,8.1603,152.4,7,0.00330666,3,175.6278
20943754,West,1,1,0,-9999,249.3561,35.4266,8.0931,142.6313,7,0.00024642,3,-9999
20943892,West,1,1,0,11070104,252.0406,35.1764,8.4055,122.8186,0,0.00095876,1,1311.768
20943902,West,1,1,0,11070104,234.6043,35.55,7.9086,152.4,0,0.00001,3,1694.019
20945082,West,1,1,0,11070104,318.0663,37.4388,9.6948,119.362,0,0.00278688,3,183.0465
20945180,West,1,1,0,11070104,318.5853,31.0986,11.3444,149.3766,0,0.00126108,3,219.5973
20921111,West,1,1,0,-9999,388.0288,40.4462,10.7911,131.7972,0,0.00094412,3,-9999
20907587,West,1,1,0,11070203,382.4924,37.48,9.0416,82.95,0,0.00103059,1,50.1588
20907155,West,1,1,0,-9999,375.8924,36.2669,9.7761,149.9546,0,0.00094754,3,-9999
20907155,West,1,1,0,-9999,375.8924,36.2669,9.7761,149.9546,0,0.00094754,3,-9999
20907237,West,1,1,0,-9999,354.0834,35.58,10.3636,145.8042,0,0.00001,3,-9999
20907279,West,1,1,0,-9999,361.4514,36.6216,9.9494,91.996,0,0.00588748,2,-9999
20907279,West,1,1,0,-9999,361.4514,36.6216,9.9494,91.996,0,0.00588748,2,-9999
20907375,West,1,1,0,-9999,378.4702,37.2667,9.4464,103.4885,0,0.00054289,3,-9999
20907375,West,1,1,0,-9999,378.4702,37.2667,9.4464,103.4885,0,0.00054289,3,-9999
20907401,West,1,1,0,11070203,370.8387,36.3006,9.7791,123.2998,0,0.00031223,3,2651.439
20907461,West,1,1,0,11070203,358.6723,32.2181,11.5239,138.5887,0,0.00279445,1,5.9436
20907461,West,1,1,0,11070203,358.6723,32.2181,11.5239,138.5887,0,0.00279445,1,5.9436
20907461,West,1,1,0,11070203,358.6723,32.2181,11.5239,138.5887,0,0.00279445,1,5.9436
20908013,West,1,1,0,11070203,383.6166,31.7382,12.3516,150.4596,0,0.00158703,3,107.2854
20907587,West,1,1,0,11070203,382.4924,37.48,9.0416,82.95,0,0.00103059,1,50.1588
7590647,West,1,1,0,11070207,275.3877,35.0394,20.1372,148.4249,0,0.00116093,1,1205.04
20907707,West,1,1,0,11070203,379.2756,37.48,9,82.95,0,0.00022038,1,43.245
20907853,West,1,1,0,11070203,379.88,37.8811,11.4234,136.4064,0,0.00778571,1,5.3766
20907855,West,1,1,0,11070203,396.7876,37.48,9,82.95,0,0.00375524,1,24.2721
20907855,West,1,1,0,11070203,396.7876,37.48,9,82.95,0,0.00375524,1,24.2721
20907863,West,1,1,0,11070203,398.16,37.48,9,82.95,0,0.00551544,1,10.557
20908005,West,1,1,0,11070203,379.4782,30.89,12.5135,152.4,0,0.00001,3,103.878
20908011,West,1,1,0,-9999,373.6953,32.5369,11.68,135.0443,0,0.00091009,3,-9999
20908011,West,1,1,0,-9999,373.6953,32.5369,11.68,135.0443,0,0.00091009,3,-9999
20908011,West,1,1,0,-9999,373.6953,32.5369,11.68,135.0443,0,0.00091009,3,-9999
20908011,West,1,1,0,-9999,373.6953,32.5369,11.68,135.0443,0,0.00091009,3,-9999
20908011,West,1,1,0,-9999,373.6953,32.5369,11.68,135.0443,0,0.00091009,3,-9999
20908011,West,1,1,0,-9999,373.6953,32.5369,11.68,135.0443,0,0.00091009,3,-9999
20907461,West,1,1,0,11070203,358.6723,32.2181,11.5239,138.5887,0,0.00279445,1,5.9436
401966,West,1,1,0,11110103,204.8382,29.53,33.8886,107.59,0,0.00001,0,3895.7553
7590647,West,1,1,0,11070207,275.3877,35.0394,20.1372,148.4249,0,0.00116093,1,1205.04
399916,West,1,1,0,11110103,349.5006,32.3609,26.2062,131.938,0,0.00131264,2,139.5657
400070,West,1,1,0,11110103,231.1975,24.9338,23.7934,148.3497,0,0.00001,2,2351.3643
400070,West,1,1,0,11110103,231.1975,24.9338,23.7934,148.3497,0,0.00001,2,2351.3643
400070,West,1,1,0,11110103,231.1975,24.9338,23.7934,148.3497,0,0.00001,2,2351.3643
400078,West,1,1,0,11110103,252.8241,28.4253,23.4385,147.8833,0,0.00146647,3,2356.2603
400380,West,1,1,0,-9999,214.9032,36.483,22.7704,146.8069,3,0.00288461,2,-9999
401664,West,1,1,0,11110103,232.0672,29.7368,23.2955,147.7081,7,0.00001,1,2462.5773
401664,West,1,1,0,11110103,232.0672,29.7368,23.2955,147.7081,7,0.00001,1,2462.5773
401838,West,1,1,0,11110103,262.9845,29.53,34.09,107.59,0,0.03682043,2,1.7613
401884,West,1,1,0,11110103,213.4995,28.4671,23.5066,147.8777,0,0.00040816,2,2512.7856
398550,West,1,1,0,11110103,254.9556,21.248,24.0447,148.842,0,0.0064096,2,2252.4093
401900,West,1,1,0,-9999,214.14,31.177,22.9846,147.5087,0,0.00029272,2,-9999
398550,West,1,1,0,11110103,254.9556,21.248,24.0447,148.842,0,0.0064096,2,2252.4093
401966,West,1,1,0,11110103,204.8382,29.53,33.8886,107.59,0,0.00001,0,3895.7553
401966,West,1,1,0,11110103,204.8382,29.53,33.8886,107.59,0,0.00001,0,3895.7553
401966,West,1,1,0,11110103,204.8382,29.53,33.8886,107.59,0,0.00001,0,3895.7553
401966,West,1,1,0,11110103,204.8382,29.53,33.8886,107.59,0,0.00001,0,3895.7553
401968,West,1,1,0,11110103,215.3763,30.8556,32.0762,112.9853,0,0.00001,0,23.5179
401970,West,1,1,0,11110103,212.3079,29.53,34.09,107.59,0,0.00001,0,3910.3119
401976,West,1,1,0,11110103,232.7122,37.7249,24.0544,140.9444,0,0.00037304,0,14.3397
401978,West,1,1,0,11110103,220.164,29.53,34.09,107.59,0,0.00001,0,3943.7757
402002,West,1,1,0,11110103,200.4343,29.53,34.09,107.59,0,0.00001,0,4032.3294
402002,West,1,1,0,11110103,200.4343,29.53,34.09,107.59,0,0.00001,0,4032.3294
402250,West,1,1,0,11110103,186.4869,29.53,34.09,107.59,0,0.00001,3,4172.4513
402250,West,1,1,0,11110103,186.4869,29.53,34.09,107.59,0,0.00001,3,4172.4513
401900,West,1,1,0,-9999,214.14,31.177,22.9846,147.5087,0,0.00029272,2,-9999
397890,West,1,1,0,-9999,301.6749,35.4873,22.2412,147.597,0,0.00231566,3,-9999
380452,West,1,1,0,11110102,196.117,29.53,34.09,107.59,0,0.0019572,1,89.9397
380468,West,1,1,0,11110102,180.2347,31.7618,24.1572,130.0552,0,0.00123411,1,124.7931
380468,West,1,1,0,11110102,180.2347,31.7618,24.1572,130.0552,0,0.00123411,1,124.7931
380512,West,1,1,0,11110102,160.0222,33.227,20.5643,124.143,0,0.00383116,1,186.5124
380552,West,1,1,0,11110102,212.5593,29.53,34.0718,107.59,0,0.00352893,1,57.1527
380816,West,1,1,0,11110102,172.2258,29.53,34.09,107.59,0,0.00001,2,173.9484
380818,West,1,1,0,11110102,166.8231,29.53,34.09,107.59,0,0.00331412,1,177.0858
380818,West,1,1,0,11110102,166.8231,29.53,34.09,107.59,0,0.00331412,1,177.0858
381748,West,1,1,0,11110102,168.0857,29.53,34.09,107.59,0,0.0000499,0,27.4095
381758,West,1,1,0,11110102,175.5667,29.53,34.09,107.59,0,0.00001,0,225.7974
398926,West,1,1,0,-9999,242.281,20.29,24.57,148.97,0,0.00019792,2,-9999
383756,West,1,1,0,11110102,143.5393,25.0072,30.2298,141.8517,0,0.00001,0,279949.3812
402478,West,1,1,0,11110103,172.745,29.53,34.0824,107.59,0,0.00431918,2,4183.7373
398302,West,1,1,0,-9999,303.2302,28.7642,23.3968,147.838,0,0.00001,2,-9999
398410,West,1,1,0,11110103,275.0697,30.5136,23.2514,147.6043,0,0.00127833,2,2167.7067
398424,West,1,1,0,-9999,272.9464,26.9409,23.7507,148.0816,0,0.00024558,2,-9999
398424,West,1,1,0,-9999,272.9464,26.9409,23.7507,148.0816,0,0.00024558,2,-9999
398424,West,1,1,0,-9999,272.9464,26.9409,23.7507,148.0816,0,0.00024558,2,-9999
398424,West,1,1,0,-9999,272.9464,26.9409,23.7507,148.0816,0,0.00024558,2,-9999
398468,West,1,1,0,11110103,341.9367,39.08,22.04,146.46,0,0.00263768,1,195.0264
398522,West,1,1,0,11110103,260.1334,31.2878,23.1156,147.5009,0,0.0000483,2,2236.806
398522,West,1,1,0,11110103,260.1334,31.2878,23.1156,147.5009,0,0.0000483,2,2236.806
398522,West,1,1,0,11110103,260.1334,31.2878,23.1156,147.5009,0,0.0000483,2,2236.806
398522,West,1,1,0,11110103,260.1334,31.2878,23.1156,147.5009,0,0.0000483,2,2236.806
398522,West,1,1,0,11110103,260.1334,31.2878,23.1156,147.5009,0,0.0000483,2,2236.806
383756,West,1,1,0,11110102,143.5393,25.0072,30.2298,141.8517,0,0.00001,0,279949.3812
7590645,West,1,1,0,11070207,278.2266,32.1199,18.965,149.7941,7,0.00001,2,1184.035
7590261,West,1,1,0,11070207,253.1593,35.8728,20.2097,148.0035,3,0.00001,2,3738.325
7590261,West,1,1,0,11070207,253.1593,35.8728,20.2097,148.0035,3,0.00001,2,3738.325
7590261,West,1,1,0,11070207,253.1593,35.8728,20.2097,148.0035,3,0.00001,2,3738.325
7590269,West,1,1,0,11070207,293.4471,35.8516,18.5005,149.05,0,0.00105783,2,1153.416
7590289,West,1,1,0,11070207,261.9839,30.9563,20.5028,141.2264,7,0.00001,2,3740.737
7590345,West,1,1,0,11070207,314.2223,34.8557,13.9773,139.1336,0,0.00070163,2,1084.387
7590377,West,1,1,0,11070207,259.3978,32.2961,19.0784,149.7097,0,0.00027096,3,776.9682
7590427,West,1,1,0,11070207,257.0011,39.0573,21.4752,146.4804,7,0.00001,2,4654.523
7590447,West,1,1,0,-9999,298.5062,34.5263,18.0419,149.7486,0,0.00102374,2,-9999
7590475,West,1,1,0,-9999,288.4457,38.6504,19.6107,147.8931,0,0.00272653,1,-9999
7590475,West,1,1,0,-9999,288.4457,38.6504,19.6107,147.8931,0,0.00272653,1,-9999
402390,West,1,1,0,11110103,240.8633,29.53,34.09,107.59,0,0.01031847,1,5.6835
7590645,West,1,1,0,11070207,278.2266,32.1199,18.965,149.7941,7,0.00001,2,1184.035
7590229,West,1,1,0,11070207,255.7794,28.5917,18.6381,151.4842,3,0.00220402,2,3055.759
