COMID,Region,BFS_All,BFS_West,BFS_East,HUC8,ElevCat,ClayCat,SandCat,RckDepCat,Divergence,Slope,Confinement,TotDASqKM
7590647,West,1,1,0,11070207,275.3877,35.0394,20.1372,148.4249,0,0.00116093,1,1205.04
7590647,West,1,1,0,11070207,275.3877,35.0394,20.1372,148.4249,0,0.00116093,1,1205.04
7590647,West,1,1,0,11070207,275.3877,35.0394,20.1372,148.4249,0,0.00116093,1,1205.04
7590647,West,1,1,0,11070207,275.3877,35.0394,20.1372,148.4249,0,0.00116093,1,1205.04
7590647,West,1,1,0,11070207,275.3877,35.0394,20.1372,148.4249,0,0.00116093,1,1205.04
7590647,West,1,1,0,11070207,275.3877,35.0394,20.1372,148.4249,0,0.00116093,1,1205.04
7590647,West,1,1,0,11070207,275.3877,35.0394,20.1372,148.4249,0,0.00116093,1,1205.04
7590647,West,1,1,0,11070207,275.3877,35.0394,20.1372,148.4249,0,0.00116093,1,1205.04
7590647,West,1,1,0,11070207,275.3877,35.0394,20.1372,148.4249,0,0.00116093,1,1205.04
7590647,West,1,1,0,11070207,275.3877,35.0394,20.1372,148.4249,0,0.00116093,1,1205.04
7590647,West,1,1,0,11070207,275.3877,35.0394,20.1372,148.4249,0,0.00116093,1,1205.04
20945540,West,1,1,0,11070104,276.2485,35.6841,10.2552,126.1074,7,0.00065727,1,101.1879
7590559,West,1,1,0,11070207,253.8475,36.7626,12.3633,148.8474,0,0.00199837,1,19.7865
7583433,West,1,1,0,11070206,260.5269,38.2388,21.2546,146.3404,0,0.00213515,1,239.6745
7590647,West,1,1,0,11070207,275.3877,35.0394,20.1372,148.4249,0,0.00116093,1,1205.04
402478,West,1,1,0,11110103,172.745,29.53,34.0824,107.59,0,0.00431918,2,4183.7373
402478,West,1,1,0,11110103,172.745,29.53,34.0824,107.59,0,0.00431918,2,4183.7373
402490,West,1,1,0,11110103,169.5707,27.6124,15.8548,149.2032,0,0.000087,0,4202.8848
402510,West,1,1,0,11110103,154.3391,27.0502,23.1258,139.5942,0,0.00001,0,4227.3576
402514,West,1,1,0,11110103,148.1956,27.7191,20.4372,142.1812,0,0.00267129,0,4256.9154
404770,West,1,1,0,-9999,144.5982,24.0455,29.5957,149.1363,0,0.00001,0,-9999
404770,West,1,1,0,-9999,144.5982,24.0455,29.5957,149.1363,0,0.00001,0,-9999
846428,West,1,1,0,11070107,251.9662,30.9446,21.6259,87.746,0,0.00192026,1,39.1545
7583075,West,1,1,0,11070206,244.7987,38.6,11.61,148.2,0,0.00125615,1,72.4023
7583125,West,1,1,0,11070206,309.7487,39.0511,21.9052,146.6358,0,0.00300269,1,108.8271
7583423,West,1,1,0,-9999,235.6825,34.4792,16.818,130.2791,0,0.00142076,1,-9999
7590261,West,1,1,0,11070207,253.1593,35.8728,20.2097,148.0035,3,0.00001,2,3738.325
7583433,West,1,1,0,11070206,260.5269,38.2388,21.2546,146.3404,0,0.00213515,1,239.6745
7590261,West,1,1,0,11070207,253.1593,35.8728,20.2097,148.0035,3,0.00001,2,3738.325
7583433,West,1,1,0,11070206,260.5269,38.2388,21.2546,146.3404,0,0.00213515,1,239.6745
7583433,West,1,1,0,11070206,260.5269,38.2388,21.2546,146.3404,0,0.00213515,1,239.6745
7583541,West,1,1,0,11070206,245.9733,39.08,22.04,146.46,0,0.00001,0,19.5282
7583579,West,1,1,0,-9999,240.1219,36.9115,20.7289,148.9454,0,0.00001,0,-9999
7583579,West,1,1,0,-9999,240.1219,36.9115,20.7289,148.9454,0,0.00001,0,-9999
7584565,West,1,1,0,11070206,246.5231,35.4577,15.5736,134.5345,0,0.00090782,1,86.3154
7590069,West,1,1,0,-9999,284.4695,37.4007,14.3737,120.9276,0,0.00135711,1,-9999
7590165,West,1,1,0,11070207,288.2784,37.5876,17.0615,149.1633,3,0.00277777,2,1217.234
7590195,West,1,1,0,11070207,261.6725,32.5083,17.723,131.9503,0,0.00064812,1,655.5888
7590227,West,1,1,0,11070207,261.4011,26.2095,22.7021,124.6001,4,0.00228571,2,3058.022
7590227,West,1,1,0,11070207,261.4011,26.2095,22.7021,124.6001,4,0.00228571,2,3058.022
402456,West,1,1,0,11110103,205.3931,29.53,34.09,107.59,0,0.00001,0,4103.2818
7583433,West,1,1,0,11070206,260.5269,38.2388,21.2546,146.3404,0,0.00213515,1,239.6745
21782646,West,1,1,0,-9999,265.3745,29.3256,18.2969,114.2307,0,0.00091687,3,-9999
21773113,West,1,1,0,11070209,221.1884,39.08,22.04,146.46,0,0.00001,0,328.0725
21781460,West,1,1,0,11070106,328.7604,37.48,9,82.95,0,0.00256195,3,115.8741
21781772,West,1,1,0,11070106,293.8856,33.9203,10.4776,118.1668,0,0.00098659,3,522.5796
21782018,West,1,1,0,11070106,276.9289,30.46,11.9553,152.4,0,0.00001,3,538.5798
21782032,West,1,1,0,11070106,290.6658,37.3416,9.489,83.6899,0,0.00248987,1,49.4496
21782032,West,1,1,0,11070106,290.6658,37.3416,9.489,83.6899,0,0.00248987,1,49.4496
21782198,West,1,1,0,11070106,324.0403,37.48,9,82.95,0,0.00352401,1,49.4001
21782198,West,1,1,0,11070106,324.0403,37.48,9,82.95,0,0.00352401,1,49.4001
21782362,West,1,1,0,11070106,263.473,31.0707,12.4756,145.5249,0,0.00109826,3,570.411
21782484,West,1,1,0,11070106,270.1461,31.7606,12.473,137.7587,0,0.0000826,3,669.5946
21782520,West,1,1,0,11070106,264.437,30.46,12.1214,152.4,0,0.00196103,3,670.2993
21781460,West,1,1,0,11070106,328.7604,37.48,9,82.95,0,0.00256195,3,115.8741
21782520,West,1,1,0,11070106,264.437,30.46,12.1214,152.4,0,0.00196103,3,670.2993
21781312,West,1,1,0,11070106,309.4846,35.0521,10.0314,106.9701,0,0.00229899,3,307.4679
21782748,West,1,1,0,11070106,296.6378,34.7026,10.0606,110.4277,0,0.00428886,3,129.4011
21782926,West,1,1,0,11070106,241.962,30.46,11.96,152.4,0,0.00364062,3,1123.341
21782926,West,1,1,0,11070106,241.962,30.46,11.96,152.4,0,0.00364062,3,1123.341
21783100,West,1,1,0,11070106,310.0733,36.4771,9.52,92.8714,0,0.00651547,1,24.1812
21783120,West,1,1,0,-9999,291.3863,37.1171,9.4717,86.5403,0,0.00349614,3,-9999
21783120,West,1,1,0,-9999,291.3863,37.1171,9.4717,86.5403,0,0.00349614,3,-9999
21783170,West,1,1,0,11070106,262.8245,29.3846,23.3707,74.537,0,0.00269361,1,31.527
21783170,West,1,1,0,11070106,262.8245,29.3846,23.3707,74.537,0,0.00269361,1,31.527
21783170,West,1,1,0,11070106,262.8245,29.3846,23.3707,74.537,0,0.00269361,1,31.527
21783170,West,1,1,0,11070106,262.8245,29.3846,23.3707,74.537,0,0.00269361,1,31.527
21783180,West,1,1,0,11070106,247.243,35.8589,13.8227,91.61,0,0.00441148,1,12.8421
21783180,West,1,1,0,11070106,247.243,35.8589,13.8227,91.61,0,0.00441148,1,12.8421
21782520,West,1,1,0,11070106,264.437,30.46,12.1214,152.4,0,0.00196103,3,670.2993
21773759,West,1,1,0,11070209,196.5529,30.7029,28.0826,119.3967,0,0.00214729,1,182.9628
20945204,West,1,1,0,11070104,309.224,30.617,11.595,151.6567,0,0.00167509,3,235.944
21773127,West,1,1,0,11070209,203.8632,34.5303,17.7735,145.8134,0,0.00579299,1,30006.07
21773127,West,1,1,0,11070209,203.8632,34.5303,17.7735,145.8134,0,0.00579299,1,30006.07
21773127,West,1,1,0,11070209,203.8632,34.5303,17.7735,145.8134,0,0.00579299,1,30006.07
21773127,West,1,1,0,11070209,203.8632,34.5303,17.7735,145.8134,0,0.00579299,1,30006.07
21773137,West,1,1,0,11070209,199.2945,31.0775,27.5421,119.1086,0,0.00001,3,30805.13
21773137,West,1,1,0,11070209,199.2945,31.0775,27.5421,119.1086,0,0.00001,3,30805.13
21773153,West,1,1,0,11070209,230.6131,29.5316,33.8875,107.5966,0,0.00103797,0,460.854
21773157,West,1,1,0,11070209,189.9661,29.53,34.09,107.59,0,0.00001,1,31094.48
21773215,West,1,1,0,11070209,178.9056,39.08,23.3415,146.46,0,0.00001,0,5.6628
21773651,West,1,1,0,11070209,249.8437,32.7688,29.478,120.8196,0,0.01290407,1,4.6989
21781460,West,1,1,0,11070106,328.7604,37.48,9,82.95,0,0.00256195,3,115.8741
21773755,West,1,1,0,11070209,194.4452,25.06,26.38,67.66,0,0.01132664,1,4.05
21784980,West,1,1,0,11070106,234.8478,31.9749,16.3838,112.5085,0,0.00122834,3,1848.997
21773759,West,1,1,0,11070209,196.5529,30.7029,28.0826,119.3967,0,0.00214729,1,182.9628
21773767,West,1,1,0,11070209,200.9698,32.2887,21.8526,135.3595,0,0.0026922,1,97.8696
21773767,West,1,1,0,11070209,200.9698,32.2887,21.8526,135.3595,0,0.0026922,1,97.8696
21773829,West,1,1,0,-9999,176.7732,32.88,19.3161,141.3116,0,0.00033557,0,-9999
21773829,West,1,1,0,-9999,176.7732,32.88,19.3161,141.3116,0,0.00033557,0,-9999
21773855,West,1,1,0,-9999,207.0139,29.53,34.09,107.59,0,0.0000277,0,-9999
21773877,West,1,1,0,11070209,158.2632,23.7407,33.9417,150.6099,0,0.00001,3,32534.45
21775927,West,1,1,0,-9999,223.9836,39.08,22.04,146.46,0,0.00001,0,-9999
21780734,West,1,1,0,11070106,339.2396,39.71,8.75,108.61,0,0.00131633,3,113.3622
21780766,West,1,1,0,11070106,331.2996,39.71,8.75,108.61,0,0.00261707,3,147.4974
21780802,West,1,1,0,11070106,359.1432,39.139,8.8209,102.0392,0,0.00417964,1,17.7561
21780852,West,1,1,0,11070106,325.7073,32.2345,10.9218,135.7847,0,0.00210241,3,168.795
21773659,West,1,1,0,11070209,237.8733,29.53,34.0453,107.59,0,0.010285,1,5.6862
21798557,West,1,1,0,-9999,219.1223,34.6423,16.5933,130.7713,0,0.00142789,1,-9999
21798557,West,1,1,0,-9999,219.1223,34.6423,16.5933,130.7713,0,0.00142789,1,-9999
21798557,West,1,1,0,-9999,219.1223,34.6423,16.5933,130.7713,0,0.00142789,1,-9999
21798557,West,1,1,0,-9999,219.1223,34.6423,16.5933,130.7713,0,0.00142789,1,-9999
21798561,West,1,1,0,11070103,220.9173,33.901,14.2531,99.6119,7,0.00126827,1,389.4876
21798561,West,1,1,0,11070103,220.9173,33.901,14.2531,99.6119,7,0.00126827,1,389.4876
21798561,West,1,1,0,11070103,220.9173,33.901,14.2531,99.6119,7,0.00126827,1,389.4876
21784964,West,1,1,0,11070106,291.1754,34.4917,13.2603,96.9534,0,0.0031032,1,109.6362
21797551,West,1,1,0,11070103,237.0766,35.2948,9.4726,149.8845,0,0.00038292,3,7350.736
401354,West,1,1,0,11110103,239.8284,29.53,33.7919,107.59,0,0.00420045,3,216.234
21795981,West,1,1,0,11070103,240.7354,34.8119,10.6196,145.1236,0,0.00031376,3,5458.994
21772989,West,1,1,0,11070209,242.9874,29.53,34.0807,107.59,0,0.01528577,2,9.3267
21784982,West,1,1,0,-9999,268.5167,28.05,25.7405,73.15,0,0.00278382,1,-9999
21785218,West,1,1,0,-9999,257.3175,29.2129,20.4939,113.0505,0,0.0000831,3,-9999
21785218,West,1,1,0,-9999,257.3175,29.2129,20.4939,113.0505,0,0.0000831,3,-9999
21785218,West,1,1,0,-9999,257.3175,29.2129,20.4939,113.0505,0,0.0000831,3,-9999
21785220,West,1,1,0,-9999,280.3995,32.1904,16.1593,97.71,0,0.00178522,3,-9999
21785220,West,1,1,0,-9999,280.3995,32.1904,16.1593,97.71,0,0.00178522,3,-9999
21785220,West,1,1,0,-9999,280.3995,32.1904,16.1593,97.71,0,0.00178522,3,-9999
21785228,West,1,1,0,11070106,262.2199,27.4456,28.8248,75.9989,0,0.00080117,2,141.6699
21785274,West,1,1,0,-9999,256.2314,28.0103,26.0945,73.2867,0,0.00057081,3,-9999
21795665,West,1,1,0,11070103,257.6616,32.6274,19.4983,110.2484,0,0.00247198,1,28.9845
21795797,West,1,1,0,11070103,235.9873,34.9103,11.9038,146.0942,0,0.00001,3,5409.653
21798185,West,1,1,0,11070103,227.4832,31.8862,19.1762,113.588,0,0.00128925,1,103.698
21795919,West,1,1,0,11070103,237.2153,34.292,12.5845,139.9987,0,0.00001,3,5454.784
21797615,West,1,1,0,-9999,231.3526,35.9015,10.8782,120.7928,0,0.00001,3,-9999
21795981,West,1,1,0,11070103,240.7354,34.8119,10.6196,145.1236,0,0.00031376,3,5458.994
21796071,West,1,1,0,11070103,249.4532,36.16,10.8784,112.15,0,0.00135982,1,122.2542
21796125,West,1,1,0,11070103,239.429,35.8925,9.6499,129.7985,0,0.00187789,3,189.0981
21796163,West,1,1,0,11070103,240.9015,35.8682,9.9796,128.7897,0,0.00001,2,200.331
21796397,West,1,1,0,11070103,233.0218,35.8096,10.0457,130.1072,0,0.00016559,3,233.0955
21796775,West,1,1,0,11070103,233.7039,36.2086,12.5648,96.5728,0,0.00044398,3,214.4205
21797075,West,1,1,0,11070103,233.7995,34.4626,13.613,141.6805,0,0.00001,1,178.7373
21797075,West,1,1,0,11070103,233.7995,34.4626,13.613,141.6805,0,0.00001,1,178.7373
21797123,West,1,1,0,11070103,224.5768,35.5625,8.0269,151.3302,4,0.0000741,2,7802.235
21797363,West,1,1,0,11070103,251.3332,36.16,10.98,112.15,0,0.00021512,1,51.9273
21797449,West,1,1,0,11070103,224.826,36.16,10.9121,112.15,0,0.00407894,3,8546.432
21784980,West,1,1,0,11070106,234.8478,31.9749,16.3838,112.5085,0,0.00122834,3,1848.997
21795855,West,1,1,0,11070103,234.7739,34.1024,12.4542,138.1292,0,0.00040152,3,5434.466
20988057,West,1,1,0,11060005,325.946,31.0772,15.0763,149.8868,0,0.0002297,3,1501.237
21773121,West,1,1,0,11070209,219.8575,38.0304,21.1735,146.7205,0,0.00001,0,29631.92
20984009,West,1,1,0,11060005,467.6992,18.1476,37.7836,140.36,0,0.00184162,2,352.4193
20984009,West,1,1,0,11060005,467.6992,18.1476,37.7836,140.36,0,0.00184162,2,352.4193
20985681,West,1,1,0,11060005,401.3649,11.7534,62.4202,152.3581,0,0.00127519,1,1269.297
20986073,West,1,1,0,11060005,363.1072,27.6822,16.6681,152.2314,0,0.00075968,1,1929.146
20987333,West,1,1,0,11060005,330.2598,28.6088,15.8497,152.4,0,0.00059417,2,2374.526
20987333,West,1,1,0,11060005,330.2598,28.6088,15.8497,152.4,0,0.00059417,2,2374.526
20987333,West,1,1,0,11060005,330.2598,28.6088,15.8497,152.4,0,0.00059417,2,2374.526
20987465,West,1,1,0,11060005,339.0154,30.7975,15.4703,147.5843,0,0.0001975,3,1138.591
20987715,West,1,1,0,-9999,346.6455,30.3918,15.002,152.4,0,0.0010649,2,-9999
20988049,West,1,1,0,11060005,337.5526,37.9815,10.4486,152.4,0,0.00001,2,2434.931
20969290,West,1,1,0,11060006,267.973,32.2008,13.9019,126.0089,0,0.00160348,1,74.1636
20988049,West,1,1,0,11060005,337.5526,37.9815,10.4486,152.4,0,0.00001,2,2434.931
20957836,West,1,1,0,11070101,309.2348,37.4689,9.2279,83.0093,0,0.00179042,1,10.5543
20988125,West,1,1,0,-9999,313.7887,30.9262,14.7743,152.4,0,0.00049927,1,-9999
20988125,West,1,1,0,-9999,313.7887,30.9262,14.7743,152.4,0,0.00049927,1,-9999
20988145,West,1,1,0,-9999,312.2277,34.7129,12.4381,152.4,0,0.00041265,2,-9999
20988145,West,1,1,0,-9999,312.2277,34.7129,12.4381,152.4,0,0.00041265,2,-9999
20988145,West,1,1,0,-9999,312.2277,34.7129,12.4381,152.4,0,0.00041265,2,-9999
20988145,West,1,1,0,-9999,312.2277,34.7129,12.4381,152.4,0,0.00041265,2,-9999
20988263,West,1,1,0,-9999,307.9665,35.3305,12.0379,152.4,0,0.0003153,2,-9999
20988263,West,1,1,0,-9999,307.9665,35.3305,12.0379,152.4,0,0.0003153,2,-9999
20988263,West,1,1,0,-9999,307.9665,35.3305,12.0379,152.4,0,0.0003153,2,-9999
20988263,West,1,1,0,-9999,307.9665,35.3305,12.0379,152.4,0,0.0003153,2,-9999
20988263,West,1,1,0,-9999,307.9665,35.3305,12.0379,152.4,0,0.0003153,2,-9999
20988263,West,1,1,0,-9999,307.9665,35.3305,12.0379,152.4,0,0.0003153,2,-9999
20988049,West,1,1,0,11060005,337.5526,37.9815,10.4486,152.4,0,0.00001,2,2434.931
20952692,West,1,1,0,11070101,348.3282,32.6247,11.5954,134.3334,0,0.0024792,3,102.8943
20945544,West,1,1,0,11070104,270.8748,31.7373,16.46,110.7543,7,0.00076957,3,117.8082
20945592,West,1,1,0,11070104,286.8244,31.5282,12.2906,140.3752,0,0.00030958,3,558.7119
20945608,West,1,1,0,11070104,283.8751,31.0593,11.854,146.4713,0,0.00147037,3,565.5699
20945608,West,1,1,0,11070104,283.8751,31.0593,11.854,146.4713,0,0.00147037,3,565.5699
20946116,West,1,1,0,11070104,312.9239,33.7378,10.7045,136.8828,0,0.00119256,1,69.9138
20952470,West,1,1,0,11070101,394.0738,37.48,9,82.95,3,0.00001,1,2.6901
20952470,West,1,1,0,11070101,394.0738,37.48,9,82.95,3,0.00001,1,2.6901
20952528,West,1,1,0,11070101,393.2571,37.48,9,82.95,0,0.00273856,3,93.267
20952528,West,1,1,0,11070101,393.2571,37.48,9,82.95,0,0.00273856,3,93.267
20952548,West,1,1,0,11070101,352.0395,37.48,9,82.95,0,0.00213411,3,171.6183
20981901,West,1,1,0,11060005,537.1116,17.1248,52.2801,152.4,0,0.0027525,1,47.0916
20952692,West,1,1,0,11070101,348.3282,32.6247,11.5954,134.3334,0,0.0024792,3,102.8943
20988321,West,1,1,0,11060005,321.0988,34.8196,12.3633,152.4,0,0.00192475,1,4390.616
20952782,West,1,1,0,11070101,360.5604,37.48,9,82.95,0,0.00114519,3,70.4358
20952902,West,1,1,0,-9999,319.9804,37.7396,9.2515,139.8147,0,0.00260945,3,-9999
20954508,West,1,1,0,11070101,276.1027,35.0993,10.361,145.6021,0,0.00054861,3,1906.571
20954724,West,1,1,0,-9999,265.0503,34.7495,11.2456,140.3259,0,0.00001,3,-9999
20954954,West,1,1,0,11070101,277.407,34.846,8.928,96.6541,0,0.00272023,1,22.3443
20955158,West,1,1,0,11070101,253.2048,38.4539,7.2759,147.0483,7,0.00170926,3,2730.985
20957240,West,1,1,0,11070101,314.8918,37.6295,8.9597,84.6705,0,0.00194936,1,138.4218
20957356,West,1,1,0,11070101,307.8868,37.1314,9.3249,86.6233,0,0.00073417,3,269.8938
20957356,West,1,1,0,11070101,307.8868,37.1314,9.3249,86.6233,0,0.00073417,3,269.8938
20957386,West,1,1,0,11070101,307.5835,33.2513,11.2304,127.5152,0,0.00120847,3,288.2763
20957510,West,1,1,0,-9999,286.84,30.89,12.7865,152.4,0,0.0000251,3,-9999
20957578,West,1,1,0,11070101,337.8063,39.71,8.75,108.61,0,0.0000167,1,59.904
20952692,West,1,1,0,11070101,348.3282,32.6247,11.5954,134.3334,0,0.0024792,3,102.8943
21772581,West,1,1,0,-9999,235.7931,37.7977,21.3733,148.215,0,0.00422328,3,-9999
21516224,West,1,1,0,-9999,338.8696,33.4529,11.1948,125.3903,0,0.0000567,1,-9999
21516224,West,1,1,0,-9999,338.8696,33.4529,11.1948,125.3903,0,0.0000567,1,-9999
21516482,West,1,1,0,11070102,288.7094,35.86,13.89,91.61,0,0.0014382,1,130.4082
21516482,West,1,1,0,11070102,288.7094,35.86,13.89,91.61,0,0.0014382,1,130.4082
21516482,West,1,1,0,11070102,288.7094,35.86,13.89,91.61,0,0.0014382,1,130.4082
21516562,West,1,1,0,11070102,280.7535,30.7877,13.4729,149.5441,7,0.00118596,3,1454.925
21516562,West,1,1,0,11070102,280.7535,30.7877,13.4729,149.5441,7,0.00118596,3,1454.925
21516604,West,1,1,0,11070102,278.5416,31.1257,13.4867,147.8042,0,0.00001,3,1612.668
21516968,West,1,1,0,11070102,312.4526,33.9725,11.2045,131.5094,0,0.00149221,3,845.6931
21517040,West,1,1,0,11070102,311.0522,33.7506,11.1764,132.3773,0,0.0011772,1,337.5954
21771121,West,1,1,0,11070209,298.8549,38.4343,21.7484,147.3438,0,0.0006231,3,423.6201
20988263,West,1,1,0,-9999,307.9665,35.3305,12.0379,152.4,0,0.0003153,2,-9999
21772581,West,1,1,0,-9999,235.7931,37.7977,21.3733,148.215,0,0.00422328,3,-9999
21516162,West,1,1,0,11070102,340.32,36.6794,10.0517,123.6566,0,0.00114046,3,154.8036
21772581,West,1,1,0,-9999,235.7931,37.7977,21.3733,148.215,0,0.00422328,3,-9999
21772643,West,1,1,0,-9999,189.792,-9999,-9999,-9999,0,0.00001,0,-9999
21772673,West,1,1,0,11070209,228.4612,35.788,18.9515,145.9922,0,0.00658783,1,19.5939
21772691,West,1,1,0,11070209,185.786,25.9651,25.5758,74.274,0,0.00080286,1,50.688
21772711,West,1,1,0,11070209,200.8587,29.53,34.09,107.59,0,0.0014123,1,471.4929
21772779,West,1,1,0,11070209,256.6673,37.8117,21.3803,148.1439,0,0.00558848,1,65.1222
21772795,West,1,1,0,11070209,255.0966,35.4993,19.7319,149.7998,0,0.00474883,1,65.7495
21772815,West,1,1,0,11070209,260.6273,34.9249,19.5961,149.5348,0,0.00374716,1,51.7023
21772917,West,1,1,0,-9999,187.6872,37.27,11.0715,148.0258,0,0.00053298,1,-9999
21772949,West,1,1,0,11070209,189.4267,31.8187,19.4436,111.9148,0,0.00082755,1,161.1261
21772951,West,1,1,0,11070209,199.7616,33.2171,17.0975,144.7047,0,0.00404307,1,39.4173
21772987,West,1,1,0,11070209,193.3703,27.0221,29.6421,85.1873,0,0.00688139,1,5.8149
21772037,West,1,1,0,11070209,234.9962,25.105,23.429,148.498,0,0.00001,0,956.4822
21515330,West,1,1,0,11070102,353.5848,36.1129,10.0466,106.4447,0,0.00257175,3,185.7357
20945230,West,1,1,0,11070104,305.0981,30.7106,11.4823,151.2136,0,0.00341186,3,233.8398
21002187,West,1,1,0,11060004,326.4845,33.503,14.4317,145.1913,0,0.00046617,1,196.8966
21002187,West,1,1,0,11060004,326.4845,33.503,14.4317,145.1913,0,0.00046617,1,196.8966
21165561,West,1,1,0,11030013,394.7189,16.4604,53.3179,152.4,0,0.00068196,1,101102.9
21513764,West,1,1,0,11070102,274.1881,31.9064,16.2594,113.8988,0,0.0005968,3,1682.143
21513922,West,1,1,0,11070102,260.7516,35.5536,7.8824,152.3933,0,0.00103387,1,4.9446
21513978,West,1,1,0,11070102,274.2883,34.7429,9.0065,88.4906,0,0.00515524,1,23.9922
21514004,West,1,1,0,-9999,263.1792,35.3206,8.2885,134.2375,0,0.00001,3,-9999
21515224,West,1,1,0,11070102,369.6075,35.3633,10.0509,105.2571,0,0.00036175,3,167.5962
21515224,West,1,1,0,11070102,369.6075,35.3633,10.0509,105.2571,0,0.00036175,3,167.5962
21515260,West,1,1,0,11070102,369.9751,36.5143,9.6346,93.1271,0,0.0025261,3,145.9125
21515260,West,1,1,0,11070102,369.9751,36.5143,9.6346,93.1271,0,0.0025261,3,145.9125
21516224,West,1,1,0,-9999,338.8696,33.4529,11.1948,125.3903,0,0.0000567,1,-9999
21515326,West,1,1,0,11070102,362.6405,34.8373,10.8257,132.3416,0,0.00231392,3,248.5368
21516168,West,1,1,0,11070102,330.6837,36.5241,10.1354,117.3504,0,0.00240116,3,251.8596
21515330,West,1,1,0,11070102,353.5848,36.1129,10.0466,106.4447,0,0.00257175,3,185.7357
21515330,West,1,1,0,11070102,353.5848,36.1129,10.0466,106.4447,0,0.00257175,3,185.7357
21515414,West,1,1,0,11070102,336.9787,32.9019,11.3653,132.1765,0,0.00144244,3,203.4378
21515434,West,1,1,0,11070102,335.0791,30.89,12.5701,152.4,0,0.00119464,3,289.8522
21515550,West,1,1,0,11070102,333.4508,33.458,11.4009,139.1354,0,0.00149198,3,550.0692
21515550,West,1,1,0,11070102,333.4508,33.458,11.4009,139.1354,0,0.00149198,3,550.0692
21515550,West,1,1,0,11070102,333.4508,33.458,11.4009,139.1354,0,0.00149198,3,550.0692
21515658,West,1,1,0,11070102,343.1916,34.2767,10.7661,119.921,0,0.00231768,3,209.4093
21515776,West,1,1,0,11070102,312.6652,38.1232,9.6095,116.4884,0,0.00001,3,819.6201
21515784,West,1,1,0,11070102,316.0271,35.3887,10.7854,130.0649,0,0.00172822,3,826.8876
21516162,West,1,1,0,11070102,340.32,36.6794,10.0517,123.6566,0,0.00114046,3,154.8036
20988297,West,1,1,0,11060005,317.7256,28.1456,16.3418,152.4,0,0.00001,2,3969.431
21515326,West,1,1,0,11070102,362.6405,34.8373,10.8257,132.3416,0,0.00231392,3,248.5368
400380,West,1,1,0,-9999,214.9032,36.483,22.7704,146.8069,3,0.00288461,2,-9999
